Date,AOS,ABT,ABBV,ACN,AEP,AXP,AME,AON,ANET,ADP,AZO,AVY,BDX,BBY,BIIB,BKNG,AVGO,CCL,COR,CNP,CB,CLX,CMS,CTSH,CAG,STZ,GLW,DXCM,EIX,EPAM,EQR,ETSY,EXR,XOM,FITB,FE,FTNT,FTV,FOXA,GEN,GM,HCA,HES,HBAN,INTU,IQV,IRM,JKHY,JPM,K,LVS,MPC,MKTX,MMC,MRK,MCHP,MSFT,MAA,MNST,MCO,MSI,MSCI,NDAQ,NFLX,NSC,OXY,ODFL,OKE,PANW,PAYX,PYPL,PFG,PTC,PSA,DGX,ROL,ROP,SBAC,STLD,TROW,TMO,UPS,URI,UNH,UHS,VMC,WAB,WM,WFC,WELL,WMB
2020-01-02,43.8392448425293,80.06551361083984,72.84195709228516,196.0583953857422,78.74462890625,118.20313262939452,97.61740112304688,200.8793487548828,51.18000030517578,153.99972534179688,1189.739990234375,119.70176696777344,248.4542694091797,73.84777069091797,294.239990234375,2059.755859375,28.153465270996094,50.718055725097656,79.88200378417969,23.622957229614254,143.1593780517578,133.26681518554688,53.54125595092773,57.68153762817383,28.296085357666016,175.60684204101562,25.97413825988769,54.845001220703125,60.84739685058594,216.30999755859372,67.1613998413086,45.18999862670898,88.26801300048828,56.08829116821289,25.77322578430176,38.94179153442383,21.93600082397461,63.6295166015625,34.52653121948242,13.515341758728027,36.08083724975586,141.81387329101562,63.08715057373047,11.856026649475098,258.1174621582031,156.41000366210938,23.53766632080078,137.96861267089844,122.8528823852539,53.53824234008789,67.96560668945312,52.7908935546875,364.9066467285156,104.29943084716795,75.9609375,49.83502197265625,153.93820190429688,110.84387969970705,31.850000381469727,232.09230041503903,151.5006103515625,254.53091430664065,33.53605651855469,329.8099975585937,178.68312072753906,39.89865112304688,62.803855895996094,53.95888137817383,78.47000122070312,74.22193145751953,110.75,46.36848831176758,76.37000274658203,172.66510009765625,95.97345733642578,20.99036026000977,355.5346984863281,226.8710174560547,30.73480224609375,103.72323608398438,322.7145690917969,99.47801208496094,165.1102294921875,272.81744384765625,139.10765075683594,136.8226776123047,78.58717346191406,105.48895263671876,47.324249267578125,68.42623901367188,17.642873764038086
2020-01-03,43.45380783081055,79.08944702148438,72.15055084228516,195.73182678222656,78.6603775024414,117.02908325195312,97.7529754638672,200.0904235839844,50.212501525878906,153.67425537109375,1187.97998046875,118.9612045288086,245.76495361328125,73.73783111572266,290.8500061035156,2050.720703125,27.4373779296875,49.31443405151367,78.87736511230469,23.48271369934082,142.93911743164062,133.52877807617188,54.06184387207031,57.15987014770508,28.052082061767575,176.7539825439453,25.63635635375977,54.67499923706055,61.17462921142578,217.3999938964844,68.02860260009766,44.900001525878906,89.77665710449219,55.63737487792969,25.29132461547852,38.88444137573242,22.242000579833984,63.36693572998047,34.149314880371094,13.416651725769045,35.05768203735352,142.24659729003906,65.06211853027344,11.713658332824709,256.3912658691406,154.19000244140625,23.715688705444336,137.80787658691406,121.23165130615234,53.823184967041016,66.92884826660156,49.65293502807617,364.714599609375,104.14120483398438,75.30894470214844,48.74199295043945,152.02137756347656,112.0924835205078,31.63999938964844,231.5161895751953,154.07827758789062,249.4604339599609,33.67913055419922,325.8999938964844,178.3562774658203,40.86377334594727,62.05490112304688,54.57894134521485,78.9433364868164,73.96903991699219,108.76000213623048,45.68623352050781,75.43000030517578,174.52716064453125,95.41068267822266,20.92111015319824,353.4510803222656,228.9224853515625,30.189218521118164,103.38347625732422,319.2043762207031,99.41838073730467,162.23196411132812,270.056640625,138.7753448486328,136.2283172607422,77.98527526855469,106.5141143798828,47.0337028503418,69.63015747070312,17.71798324584961
2020-01-06,43.729122161865234,79.50382995605469,72.71994018554688,194.4537048339844,78.92156219482422,116.52189636230467,97.8594970703125,200.66766357421875,50.71500015258789,153.8822021484375,1165.7099609375,117.4615707397461,249.2200164794922,74.35526275634766,290.82000732421875,2032.7698974609373,27.39632606506348,47.82185745239258,80.03223419189453,23.44764709472656,144.11361694335938,133.9304656982422,54.30476760864258,56.59162521362305,28.20352935791016,177.56527709960938,25.705644607543945,56.497501373291016,61.46095275878906,214.1999969482422,68.22225952148438,44.834999084472656,89.71764373779297,56.064571380615234,25.0836124420166,38.95817184448242,22.399999618530277,63.03874206542969,34.06083297729492,13.707528114318848,34.5943603515625,142.78501892089844,66.01232147216797,11.523837089538574,258.3599548339844,155.0,24.12591552734375,138.76300048828125,121.13524627685548,53.775691986083984,67.28404235839844,49.64441680908203,358.98553466796875,104.16910552978516,75.63082122802734,48.04263305664063,152.4143524169922,112.25496673583984,31.690000534057617,232.236328125,156.45913696289062,250.7041931152344,33.65736770629883,335.8299865722656,177.89320373535156,42.21310424804688,61.5643196105957,54.81412124633789,80.086669921875,73.96033477783203,110.16999816894533,45.7611198425293,76.2699966430664,175.14785766601562,95.92808532714844,20.92111015319824,350.1214294433594,229.1314239501953,30.09827995300293,104.02159118652344,321.4984130859375,98.97547149658205,161.90887451171875,271.9314270019531,138.6677703857422,135.98867797851562,77.6648941040039,107.0682373046875,46.751953125,70.68888854980469,17.950817108154297
2020-01-07,43.43545913696289,79.06183624267578,72.3050765991211,190.25547790527344,78.93840026855469,115.91139221191406,98.4211883544922,198.9647521972656,51.212501525878906,152.01959228515625,1145.3800048828125,117.20237731933594,248.62744140625,74.77816772460938,290.0899963378906,2053.2724609375,27.302021026611328,47.970123291015625,79.45948791503906,23.55283546447754,141.23248291015625,132.31494140625,54.02712631225586,56.19106674194336,27.19386100769043,171.2237091064453,25.89618492126465,57.86249923706055,62.058143615722656,215.6100006103516,67.21192932128906,45.77999877929688,89.31310272216797,55.60573196411133,24.801118850708008,38.93360137939453,22.37800025939941,63.24386596679688,34.52653121948242,13.894516944885254,33.928340911865234,142.5926971435547,66.08686065673828,11.397289276123049,258.4181213378906,156.8000030517578,23.97885131835937,138.5265655517578,119.07587432861328,54.46430969238281,67.35123443603516,50.428897857666016,360.1083679199219,103.85264587402344,73.61708068847656,51.26616287231445,151.024658203125,110.57874298095705,31.84499931335449,231.4010162353516,155.3343048095703,251.048583984375,33.10060119628906,330.75,178.6014404296875,42.41924285888672,61.74093246459961,54.77136993408203,80.54666900634766,73.55046081542969,109.66999816894533,46.05231094360352,75.91999816894531,174.45367431640625,94.82972717285156,20.93370056152344,351.903076171875,225.52232360839844,30.76208877563477,104.43594360351562,323.3177490234375,98.80511474609376,161.6151580810547,270.2898254394531,139.22499084472656,134.45477294921875,77.63578033447266,107.1421356201172,46.36455535888672,70.22781372070312,17.950817108154297
2020-01-08,43.371212005615234,79.38412475585938,72.81754302978516,190.62863159179688,78.70250701904297,117.9119644165039,98.6439437866211,199.7825164794922,51.744998931884766,153.4481964111328,1147.489990234375,117.55414581298828,249.2382354736328,74.98114776611328,292.6600036621094,2048.158935546875,26.961444854736328,48.19747161865234,80.2293930053711,23.35123062133789,140.2689971923828,132.7079315185547,54.0097885131836,56.572998046875,26.815231323242188,177.46273803710938,26.017438888549805,58.307498931884766,61.9599609375,221.3800048828125,67.35504150390625,45.005001068115234,89.49009704589844,54.76717758178711,24.859277725219727,39.015533447265625,22.733999252319336,63.186431884765625,34.56378936767578,13.82180118560791,33.44572448730469,143.53497314453125,63.83241271972656,11.492198944091797,264.6344299316406,157.60000610351562,23.95563125610352,138.7440948486328,120.00479125976562,54.52764129638672,67.96560668945312,49.90022659301758,349.60015869140625,103.5454559326172,73.12189483642578,50.61775970458984,153.43026733398438,111.36555480957033,31.90999984741211,235.8369903564453,155.49366760253906,255.01890563964844,32.917091369628906,339.260009765625,179.43675231933594,42.14751052856445,62.032005310058594,53.91611862182617,79.52333068847656,74.2742691040039,111.81999969482422,46.25200653076172,76.9800033569336,174.7721405029297,95.22005462646484,20.914810180664062,355.7474670410156,227.97271728515625,30.78936767578125,105.43042755126952,323.8318786621094,99.3672866821289,161.35084533691406,275.9887084960937,141.81533813476562,135.52847290039062,76.30575561523438,107.2067642211914,46.50543594360352,70.24488830566406,17.67291831970215
2020-01-09,43.178489685058594,79.59590148925781,73.37882995605469,192.32655334472656,79.0985107421875,120.04402923583984,98.15972900390624,201.17758178710935,51.70000076293945,154.80450439453125,1145.3900146484375,119.1648406982422,249.3658447265625,75.59014129638672,294.29998779296875,2069.396484375,26.744871139526367,48.63239669799805,81.36547088623047,23.18468475341797,141.25997924804688,133.43275451660156,54.42623901367188,56.9269905090332,27.101301193237305,180.54026794433597,26.173337936401367,59.817501068115234,62.28718566894531,223.2899932861328,67.70024871826172,46.43000030517578,89.23725128173828,55.186466217041016,25.13346290588379,39.22035598754883,22.895999908447266,63.9823112487793,34.62898254394531,13.86335563659668,33.86077880859375,141.74659729003906,64.36341094970703,11.5159273147583,267.1122131347656,159.5,23.924665451049805,140.55038452148438,120.44294738769533,54.72551345825195,68.65678405761719,50.642066955566406,356.70172119140625,104.28081512451172,73.76564025878906,51.09480667114258,155.3470458984375,111.43396759033205,32.125,238.93833923339844,158.11822509765625,256.2338256835937,33.389869689941406,335.6600036621094,180.0450439453125,42.512939453125,63.45469284057617,53.88760757446289,80.02333068847656,74.78009033203125,112.56999969482422,46.74290084838867,77.33000183105469,174.8456573486328,96.39102935791016,21.24849319458008,360.85638427734375,229.08392333984372,30.49838256835937,106.30885314941406,325.9182434082031,99.59725952148438,159.80401611328125,274.4217224121094,141.08221435546875,136.4200439453125,76.16984558105469,107.25293731689452,46.42619323730469,70.40713500976562,17.778072357177734
2020-01-10,43.70158386230469,78.6014175415039,72.44339752197266,193.7353515625,79.48606872558594,119.5462417602539,97.5786590576172,200.17697143554688,51.8650016784668,154.69595336914062,1132.219970703125,118.9612045288086,250.2045745849609,76.67276763916016,296.510009765625,2071.9873046875,26.13008689880371,48.286434173583984,81.72225952148438,23.05320167541504,138.54400634765625,134.1924591064453,54.71255874633789,56.48915863037109,26.781570434570312,175.68148803710938,26.078065872192383,59.32500076293945,61.76363754272461,223.0800018310547,68.41587829589844,46.130001068115234,90.83016204833984,54.69597625732422,24.726343154907227,39.03191757202149,22.86400032043457,63.99872589111328,34.2005500793457,13.759469032287598,33.44572448730469,142.43882751464844,63.82310104370117,11.373560905456545,267.4523010253906,159.3000030517578,23.731164932250977,137.60923767089844,119.2424087524414,54.828407287597656,68.07120513916016,51.34982299804688,348.4198608398437,103.97364807128906,73.8894271850586,51.33100509643555,154.62823486328125,113.18717193603516,32.66999816894531,238.1510162353516,156.8152618408203,254.2152557373047,33.23124694824219,329.04998779296875,179.3640899658203,43.00957489013672,64.41948699951172,53.83060073852539,79.29000091552734,74.36148071289062,112.93000030517578,46.34353256225586,76.75,176.25856018066406,96.99010467529295,21.865488052368164,361.0904846191406,232.53158569335935,29.72546768188477,105.62931823730467,325.04815673828125,98.69438934326172,156.1229248046875,275.2705078125,142.7634735107422,137.2445068359375,75.4223403930664,107.31759643554688,46.22368240356445,70.69744110107422,17.650390625
2020-01-13,44.54589080810547,78.38042449951172,72.00414276123047,195.53594970703125,79.73040771484375,120.72966766357422,97.64645385742188,201.1487274169922,52.78749847412109,155.84425354003906,1128.3699951171875,121.21990966796876,251.79080200195312,77.18872833251953,293.8999938964844,2065.63330078125,26.301250457763672,48.7905502319336,80.88665008544922,23.035669326782227,138.46136474609375,136.40176391601562,55.25916290283203,56.97355651855469,26.949851989746094,175.73741149902344,26.329233169555664,58.959999084472656,61.65728378295898,228.55999755859372,69.274658203125,47.959999084472656,91.12515258789062,55.21810150146485,24.80942916870117,39.138427734375,23.33799934387207,64.65511322021484,34.452022552490234,13.816607475280762,33.764251708984375,141.49661254882812,64.55906677246094,11.436835289001465,268.219970703125,158.14999389648438,23.8704891204834,139.19798278808594,120.23265075683594,55.17668151855469,69.27117919921875,50.83819580078125,353.7267150878906,104.25289154052734,73.87290954589844,51.50700378417969,156.487548828125,114.1962890625,32.76499938964844,241.4731903076172,160.16156005859375,260.2137145996094,33.30900192260742,338.9200134277344,181.84274291992188,43.63738250732422,65.60997009277344,54.336612701416016,80.3066635131836,75.22482299804688,115.27999877929688,46.63473892211914,77.22000122070312,177.04257202148438,97.20903778076172,22.02288246154785,364.7369384765625,237.4893798828125,30.23467445373535,108.58785247802734,328.30126953125,99.44392395019533,154.13551330566406,266.614990234375,141.61985778808594,136.34335327148438,76.15045166015625,108.66600036621094,45.880313873291016,71.78180694580078,17.860694885253906
2020-01-14,43.35285949707031,79.28665161132812,72.71312713623047,193.8006896972656,80.02530670166016,120.97386932373048,97.65612030029295,199.7825164794922,53.26250076293945,154.82252502441406,1136.5999755859375,121.75680541992188,251.57200622558597,76.52053833007812,298.9700012207031,2056.677978515625,26.91254425048828,49.63074493408203,83.40290069580078,23.36875915527344,138.33294677734375,136.44544982910156,55.43268585205078,57.16918563842773,27.050819396972656,177.96633911132812,26.078065872192383,58.76499938964844,61.3791389465332,227.1699981689453,68.3316879272461,49.150001525878906,91.31901550292967,54.743446350097656,24.7097225189209,39.35964584350586,23.3439998626709,64.2777099609375,34.703487396240234,13.910101890563965,33.928340911865234,142.2177276611328,65.26705169677734,11.547566413879396,264.955078125,158.92999267578125,23.684724807739254,139.08453369140625,121.63477325439452,55.40622329711914,70.42313385009766,51.02579879760742,351.8169860839844,103.79678344726562,74.21955108642578,51.002174377441406,155.38539123535156,113.55865478515624,32.790000915527344,239.49522399902344,157.79010009765625,255.1241607666016,33.14103698730469,338.69000244140625,183.13206481933597,44.26519012451172,66.71866607666016,54.14418411254883,80.0,75.53876495361328,114.63999938964844,46.38512802124024,77.97000122070312,176.65872192382812,97.1543197631836,22.066953659057617,363.28424072265625,236.169189453125,30.56202888488769,107.5105209350586,329.0725402832031,99.88685607910156,151.1005859375,268.8441162109375,142.186767578125,133.63987731933594,76.23779296875,109.04466247558594,43.406246185302734,71.7476577758789,17.9057559967041
2020-01-15,42.774696350097656,80.80322265625,73.58700561523438,194.10971069335935,81.39022827148438,121.93190002441406,97.4818115234375,201.11024475097656,53.34749984741211,156.2511444091797,1134.2900390625,122.15486145019533,252.7935028076172,75.20953369140625,293.0899963378906,2050.403076171875,26.472410202026367,49.85808944702149,85.78770446777344,23.666786193847656,138.81924438476562,136.8122100830078,56.13546371459961,57.6163330078125,26.86571311950684,177.9849853515625,25.696985244750977,58.584999084472656,62.93344497680664,228.7100067138672,69.09786224365234,48.86000061035156,92.36408233642578,54.65642929077149,24.11981773376465,39.695560455322266,23.40999984741211,63.99872589111328,34.90839385986328,14.28408432006836,33.928340911865234,141.58311462402344,65.28569030761719,11.436835289001465,265.2660522460937,159.3699951171875,23.831787109375,140.57875061035156,119.81200408935548,55.61993789672852,69.85674285888672,49.56766891479492,353.24688720703125,104.44837188720705,75.54828643798828,49.82576751708984,156.39170837402344,113.79132080078124,32.939998626708984,242.9518280029297,159.86160278320312,258.06121826171875,33.54848861694336,339.07000732421875,184.2124786376953,44.28393173217773,67.39564514160156,54.10142135620117,80.23332977294922,76.19282531738281,114.8499984741211,45.93583679199219,79.16999816894531,178.24313354492188,97.3641357421875,22.18657493591309,364.19091796875,236.96702575683597,30.034631729125977,107.85858917236328,331.4456481933594,100.44902801513672,151.63905334472656,276.46441650390625,141.0529022216797,133.88916015625,76.12129974365234,109.18318939208984,42.54339599609375,72.53316497802734,17.88321876525879
